sick_cd_3,sick_cd_4,sick_desc_kor,sick_desc_eng,gender,age_limit_u,age_limit_l
A79,A798,기타 명시된 리케차병,Other specified rickettsioses,,,
A79,A799,상세불명의 리케차병,"Rickettsiosis, unspecified",,,
A80,,급성 회색질척수염,Acute poliomyelitis,,,
A80,A800,백신 관련 급성 마비성 회색질척수염,"Acute paralytic poliomyelitis, vaccine-associated",,,
A80,A801,수입된 야생형바이러스에 의한 급성 마비성 회색질척수염,"Acute paralytic poliomyelitis, wild virus, imported",,,
A80,A802,토착성 야생형바이러스에 의한 급성 마비성 회색질척수염,"Acute paralytic poliomyelitis, wild virus, indigenous",,,
A80,A803,기타 및 상세불명의 급성 마비성 회색질척수염,"Acute paralytic poliomyelitis, other and unspecified",,,
A80,A804,급성 비마비성 회색질척수염,Acute nonparalytic poliomyelitis,,,
A80,A809,상세불명의 급성 회색질척수염,"Acute poliomyelitis, unspecified",,,
A81,,중추신경계통의 비정형바이러스감염,Atypical virus infections of central nervous system,,,
A81,A810,크로이츠펠트-야콥병,Creutzfeldt-Jakob disease,,,
A81,A811,아급성 경화성 범뇌염,Subacute sclerosing panencephalitis,,,
A81,A812,진행성 다초점백질뇌병증,Progressive multifocal leukoencephalopathy,,,
A81,A818,중추신경계통의 기타 비정형바이러스감염,Other atypical virus infections of central nervous system,,,
A81,A819,중추신경계통의 상세불명의 비정형바이러스감염,"Atypical virus infection of central nervous system, unspecified",,,
A82,,광견병,Rabies,,,
A82,A820,삼림형광견병,Sylvatic rabies,,,
A82,A821,도시형광견병,Urban rabies,,,
A82,A829,상세불명의 광견병,"Rabies, unspecified",,,
A83,,모기매개바이러스뇌염,Mosquito-borne viral encephalitis,,,
A83,A830,일본뇌염,Japanese encephalitis,,,
A83,A831,서부말뇌염,Western equine encephalitis,,,
A83,A832,북미동부말뇌염,Eastern equine encephalitis,,,
A83,A833,세인트루이스뇌염,St. Louis encephalitis,,,
A83,A834,오스트랄리아뇌염,Australian encephalitis,,,
A83,A835,캘리포니아뇌염,California encephalitis,,,
A83,A836,로시오바이러스병,Rocio virus disease,,,
A83,A838,기타 모기매개바이러스뇌염,Other mosquito-borne viral encephalitis,,,
A83,A839,상세불명의 모기매개바이러스뇌염,"Mosquito-borne viral encephalitis, unspecified",,,
A84,,진드기매개바이러스뇌염,Tick-borne viral encephalitis,,,
A84,A840,극동진드기매개뇌염[러시아봄여름뇌염],Far Eastern tick-borne encephalitis  [Russian spring-summer encephalitis,,,
A84,A841,중앙유럽진드기매개뇌염,Central European tick-borne encephalitis,,,
A84,A848,기타 진드기매개바이러스뇌염,Other tick-borne viral encephalitis,,,
A84,A849,상세불명의 진드기매개바이러스뇌염,"Tick-borne viral encephalitis, unspecified",,,
A85,,달리 분류되지 않은 기타 바이러스뇌염,"Other viral encephalitis, NEC",,,
A85,A850,엔테로바이러스뇌염(G05.1*),Enteroviral encephalitis(G05.1*),,,
A85,A851,아데노바이러스뇌염(G05.1*),Adenoviral encephalitis(G05.1*),,,
A85,A852,상세불명의 절지동물매개바이러스뇌염,"Arthropod-borne viral encephalitis, unspecified",,,
A85,A858,기타 명시된 바이러스뇌염,Other specified viral encephalitis,,,
A86,,상세불명의 바이러스뇌염,Unspecified viral encephalitis,,,
A87,,바이러스수막염,Viral meningitis,,,
A87,A870,엔테로바이러스수막염(G02.0*),Enteroviral meningitis(G02.0*),,,
A87,A871,아데노바이러스수막염(G02.0*),Adenoviral meningitis(G02.0*),,,
A87,A872,림프구성 맥락수막염,Lymphocytic choriomeningitis,,,
A87,A878,기타 바이러스수막염,Other viral meningitis,,,
A87,A879,상세불명의 바이러스수막염,"Viral meningitis, unspecified",,,
A88,,달리 분류되지 않은 중추신경계통의 기타 바이러스감염,"Other viral infections of central nervous system, NEC",,,
A88,A880,엔테로바이러스발진열[보스톤발진],Enteroviral exanthematous fever [Boston exanthem],,,
A88,A881,유행성 현기증,Epidemic vertigo,,,
A88,A888,중추신경계통의 기타 명시된 바이러스감염,Other specified viral infections of central nervous system,,,
A89,,중추신경계통의 상세불명의 바이러스감염,Unspecified viral infection of central nervous system,,,
A92,,기타 모기매개바이러스열,Other mosquito-borne viral fevers,,,
A92,A920,치쿤군야바이러스병,Chikungunya viral disease,,,
A92,A921,오뇽뇽열,O’nyong-nyong fever,,,
A92,A922,베네주엘라말열,Venezuelan equine fever,,,
A92,A923,서부나일바이러스감염,West Nile virus infection,,,
A92,A924,리프트계곡열,Rift valley fever,,,
A92,A928,기타 명시된 모기매개바이러스열,Other specified mosquito-borne viral fevers,,,
A92,A929,상세불명의 모기매개바이러스열,"Mosquito-borne viral fever, unspecified",,,
A93,,달리 분류되지 않은 기타 절지동물매개바이러스열,"Other arthropod-borne viral fevers, NEC",,,
A93,A930,오로퓨스바이러스병,Oropouche virus disease,,,
A93,A931,모래파리열,Sandfly fever,,,
A93,A932,콜로라도진드기열,Colorado tick fever,,,
A93,A938,기타 명시된 절지동물매개바이러스열,Other specified arthropod-borne viral fevers,,,
A94,,상세불명의 절지동물매개 바이러스열,Unspecified arthropod-borne viral fever,,,
A95,,황열,Yellow fever,,,
A95,A950,삼림형황열,Sylvatic yellow fever,,,
A95,A951,도시형황열,Urban yellow fever,,,
A95,A959,상세불명의 황열,"Yellow fever, unspecified",,,
A96,,아레나바이러스출혈열,Arenaviral haemorrhagic fever,,,
A96,A960,주닌출혈열,Junin haemorrhagic fever,,,
A96,A961,마추포출혈열,Machupo haemorrhagic fever,,,
A96,A962,라사열,Lassa fever,,,
A96,A968,기타 아레나바이러스출혈열,Other arenaviral haemorrhagic fever,,,
A96,A969,상세불명의 아레나바이러스출혈열,"Arenaviral haemorrhagic fever, unspecified",,,
A98,,달리 분류되지 않은 기타 바이러스출혈열,"Other viral haemorrhagic fevers, NEC",,,
A98,A980,크리미아-콩고출혈열,Crimean-congo haemorrhagic fever,,,
A98,A981,옴스크출혈열,Omsk haemorrhagic fever,,,
A98,A982,키야사나삼림병,Kyasanur forest disease,,,
A98,A983,마르부르그바이러스병,Marburg virus disease,,,
A98,A984,에볼라바이러스병,Ebola virus disease,,,
A98,A985,신장증후군을 동반한 출혈열,Haemorrhagic fever with renal syndrome,,,
A98,A988,기타 명시된 바이러스출혈열,Other specified viral haemorrhagic fevers,,,
A99,,상세불명의 바이러스출혈열,Unspecified viral haemorrhagic fever,,,
B00,,헤르페스바이러스[단순헤르페스] 감염,Herpesviral [herpes simplex] infections,,,
B00,B000,헤르페스습진,Eczema herpeticum,,,
B00,B001,헤르페스바이러스 소수포피부염,Herpesviral vesicular dermatitis,,,
B00,B002,헤르페스바이러스 치은구내염 및 인두편도염,Herpesviral gingivostomatitis and pharyngotonsillitis,,,
B00,B003,헤르페스바이러스수막염(G02.0*),Herpesviral meningitis(G02.0*),,,
B00,B004,헤르페스바이러스뇌염(G05.1*),Herpesviral encephalitis(G05.1*),,,
B00,B005,헤르페스바이러스눈병,Herpesviral ocular disease,,,
B00,B007,파종성 헤르페스바이러스병,Disseminated herpesviral disease,,,
B00,B008,기타 형태의 헤르페스바이러스감염,Other forms of herpesviral infection,,,
B00,B009,상세불명의 헤르페스바이러스감염,"Herpesviral infection, unspecified",,,
B01,,수두,Varicella[chickenpox],,,
B01,B010,수두수막염(G02.0*),Varicella meningitis(G02.0*),,,
B01,B011,수두뇌염(G05.1*),Varicella encephalitis(G05.1*),,,
B01,B012,수두폐렴(J17.1*),Varicella pneumonia(J17.1*),,,
B01,B018,기타 합병증을 동반한 수두,Varicella with other complications,,,
B01,B019,합병증이 없는 수두,Varicella without complication,,,
B02,,대상포진,Zoster [herpes zoster],,,
B02,B020,대상포진뇌염(G05.1*),Zoster encephalitis(G05.1*),,,
B02,B021,대상포진수막염(G02.0*),Zoster meningitis(G02.0*),,,
B02,B022,기타 신경계통 침범을 동반한 대상포진,Zoster with other nervous system involvement,,,
B02,B023,대상포진눈병,Zoster ocular disease,,,
B02,B027,파종성 대상포진,Disseminated zoster,,,
B02,B028,기타 합병증을 동반한 대상포진,Zoster with other complications,,,
B02,B029,합병증이 없는 대상포진,Zoster without complication,,,
B03,,마마,Smallpox,,,
B04,,원숭이두창,Monkeypox,,,
B05,,홍역,Measles,,,
B05,B050,뇌염이 합병된 홍역(G05.1*),Measles complicated by encephalitis(G05.1*),,,
B05,B051,수막염이 합병된 홍역(G02.0*),Measles complicated by meningitis(G02.0*),,,
B05,B052,폐렴이 합병된 홍역(J17.1*),Measles complicated by pneumonia(J17.1*),,,
B05,B053,중이염이 합병된 홍역(H67.1*),Measles complicated by otitis media(H67.1*),,,
B05,B054,장합병증이 동반된 홍역,Measles with intestinal complications,,,
B05,B058,기타 합병증을 동반한 홍역,Measles with other complications,,,
B05,B059,합병증 없는 홍역,Measles without complication,,,
B06,,풍진,Rubella [German measles],,,
B06,B060,신경학적 합병증을 동반한 풍진,Rubella with neurological complications,,,
B06,B068,기타 합병증을 동반한 풍진,Rubella with other complications,,,
B06,B069,합병증이 없는 풍진,Rubella without complication,,,
B07,,바이러스사마귀,Viral warts,,,
B08,,달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염,"Other viral infections characterized by skin and mucous membrane lesions, NEC",,,
B08,B080,기타 오르토폭스바이러스감염,Other orthopoxvirus infections,,,
B08,B081,전염성 물렁종,Molluscum contagiosum,,,
B08,B082,돌발발진[제6병],Exanthema subitum [sixth disease],,,
B08,B083,감염성 홍반[제5병],Erythema infectiosum [fifth disease],,,
B08,B084,발진을 동반한 엔테로바이러스소수포구내염,Enteroviral vesicular stomatitis with exanthem,,,
B08,B085,엔테로바이러스소수포인두염,Enteroviral vesicular pharyngitis,,,
B08,B088,기타 명시된 피부 및 점막병변이 특징인 바이러스감염,Other specified viral infections characterized by skin and mucous membrane lesions,,,
B09,,피부 및 점막병변이 특징인 상세불명의 바이러스감염,Unspecified viral infection characterized by skin and mucous membrane lesions,,,
B15,,급성 A형간염,Acute hepatitis A,,,
B15,B150,간성 혼수가 있는 A형간염,Hepatitis A with hepatic coma,,,
B15,B159,간성 혼수가 없는 A형간염,Hepatitis A without hepatic coma,,,
B16,,급성 B형간염,Acute hepatitis B,,,
B16,B160,간성 혼수가 있는 델타-병원체(동시감염)를 가진 급성 B형간염,Acute hepatitis B with delta-agent(coinfection) with hepatic coma,,,
B16,B161,간성 혼수가 없는 델타-병원체(동시감염)를 가진 급성 B형간염,Acute hepatitis B with delta-agent(coinfection) without hepatic coma,,,
B16,B162,간성 혼수가 있고 델타-병원체가 없는 급성 B형간염,Acute hepatitis B without delta- agent with hepatic coma,,,
B16,B169,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염,Acute hepatitis B without delta- agent and without hepatic coma,,,
B17,,기타 급성 바이러스간염,Other acute viral hepatitis,,,
B17,B170,B형간염보균자의 급성 델타(중복)감염,Acute delta-(super)infection of hepatitis B carrier,,,
B17,B171,급성 C형간염,Acute hepatitis C,,,
B17,B172,급성 E형간염,Acute hepatitis E,,,
B17,B178,기타 명시된 급성 바이러스간염,Other specified acute viral hepatitis,,,
B18,,만성 바이러스간염,Chronic viral hepatitis,,,
B18,B180,델타-병원체가 있는 만성 바이러스B형간염,Chronic viral hepatitis B with delta- agent,,,
B18,B181,델타-병원체가 없는 만성 바이러스B형간염,Chronic viral hepatitis B without delta- agent,,,
B18,B182,만성 바이러스C형간염,Chronic viral hepatitis C,,,
B18,B188,기타 만성 바이러스간염,Other chronic viral hepatitis,,,
B18,B189,상세불명의 만성 바이러스간염,"Chronic viral hepatitis, unspecified",,,
B19,,상세불명의 바이러스간염,Unspecified viral hepatitis,,,
B19,B190,간성 혼수가 있는 상세불명의 바이러스간염,Unspecified viral hepatitis with hepatic coma,,,
B19,B199,간성 혼수가 없는 상세불명의 바이러스간염,Unspecified viral hepatitis without hepatic coma,,,
B20,,감염성 및 기생충성 질환을 유발한 인체면역결핍바이러스병,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,,,
B20,B200,마이코박테리아감염을 유발한 인체면역결핍바이러스병,HIV disease resulting in mycobacterial infection,,,
B20,B201,기타 세균감염을 유발한 인체면역결핍바이러스병,HIV disease resulting in other bacterial infections,,,
B20,B202,거대세포바이러스병을 유발한 인체면역결핍바이러스병,HIV disease resulting in cytomegaloviral disease,,,
B20,B203,기타 바이러스감염을 유발한 인체면역결핍바이러스병,HIV disease resulting in other viral infections,,,
B20,B204,칸디다증을 유발한 인체면역결핍바이러스병,HIV disease resulting in candidiasis,,,
B20,B205,기타 진균증을 유발한 인체면역결핍바이러스병,HIV disease resulting in other mycoses,,,
B20,B206,폐포자충폐렴을 유발한 인체면역결핍바이러스병,HIV disease resulting in Pneumocystis jirovecii pneumonia,,,
B20,B207,다발감염을 유발한 인체면역결핍바이러스병,HIV disease resulting in multiple infections,,,
B20,B208,기타 감염성 및 기생충성 질환을 유발한 인체면역결핍바이러스병,HIV disease resulting in other infectious and parasitic diseases,,,
B20,B209,상세불명의 감염성 또는 기생충성 질환을 유발한 인체면역결핍바이러스병,HIV disease resulting in unspecified infectious or parasitic disease,,,
B21,,악성 신생물을 유발한 인체면역결핍바이러스병,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,,,
B21,B210,카포시육종을 유발한 인체면역결핍바이러스병,HIV disease resulting in Kaposi’s sarcoma,,,
B21,B211,버킷림프종을 유발한 인체면역결핍바이러스병,HIV disease resulting in Burkitt lymphoma,,,
B21,B212,기타 유형의 비호지킨림프종을 유발한 인체면역결핍바이러스병,HIV disease resulting in other types of non-Hodgkin lymphoma,,,
B21,B213,"림프성, 조혈성 및 관련 조직의 기타 악성 신생물을 유발한 인체면역결핍바이러스병","HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",,,
B21,B217,다발성 악성 신생물을 유발한 인체면역결핍바이러스병,HIV disease resulting in multiple malignant neoplasms,,,
B21,B218,기타 악성 신생물을 유발한 인체면역결핍바이러스병,HIV disease resulting in other malignant neoplasms,,,
B21,B219,상세불명의 악성 신생물을 유발한 인체면역결핍바이러스병,HIV disease resulting in unspecified malignant neoplasm,,,
B22,,기타 명시된 질환을 유발한 인체면역결핍바이러스병,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,,,
B22,B220,뇌병증을 유발한 인체면역결핍바이러스병,HIV disease resulting in encephalopathy,,,
B22,B221,림프성 간질폐렴을 유발한 인체면역결핍바이러스병,HIV disease resulting in lymphoid interstitial pneumonitis,,,
B22,B222,소모증후군을 유발한 인체면역결핍바이러스병,HIV disease resulting in wasting syndrome,,,
